area,MAG_AUTO_F444W,MAGERR_AUTO_F444W,KRON_RADIUS_F444W,PETRO_RADIUS_F444W,ALPHA_J2000_F444W,DELTA_J2000_F444W,A_IMAGE_F444W,B_IMAGE_F444W,THETA_IMAGE_F444W,ELONGATION_F444W,ELLIPTICITY_F444W,CLASS_STAR_F444W,FLUX_RADIUS_F444W,idx42,d2d42,MAG_AUTO_F277W,MAGERR_AUTO_F277W,KRON_RADIUS_F277W,PETRO_RADIUS_F277W,ALPHA_J2000_F277W,DELTA_J2000_F277W,A_IMAGE_F277W,B_IMAGE_F277W,THETA_IMAGE_F277W,ELONGATION_F277W,ELLIPTICITY_F277W,CLASS_STAR_F277W,FLUX_RADIUS_F277W,idx415,d2d415,MAG_AUTO_F150W,MAGERR_AUTO_F150W,KRON_RADIUS_F150W,PETRO_RADIUS_F150W,ALPHA_J2000_F150W,DELTA_J2000_F150W,A_IMAGE_F150W,B_IMAGE_F150W,THETA_IMAGE_F150W,ELONGATION_F150W,ELLIPTICITY_F150W,CLASS_STAR_F150W,FLUX_RADIUS_F150W,idx411,d2d411,MAG_AUTO_F115W,MAGERR_AUTO_F115W,KRON_RADIUS_F115W,PETRO_RADIUS_F115W,ALPHA_J2000_F115W,DELTA_J2000_F115W,A_IMAGE_F115W,B_IMAGE_F115W,THETA_IMAGE_F115W,ELONGATION_F115W,ELLIPTICITY_F115W,CLASS_STAR_F115W,FLUX_RADIUS_F115W
1,25.034930825144528,0.0166207661066094,4.2,4.62,149.84032427464476,2.248080137906177,3.402,3.117,53.15,1.091,0.084,0.075,4.061,389020.0,0.0238151866404111,26.001698967607084,0.023019132881458,3.5,5.28,149.84032039355375,2.248085497280768,3.235,2.166,17.49,1.494,0.331,0.012,3.413,306258.0,0.0206053827178795,26.058115648088705,0.0584637286233132,4.32,5.28,149.84031857616284,2.24808071946522,2.309,1.535,24.74,1.504,0.335,0.01,2.637,31482.0,0.0275249631017566,25.82161644055399,0.0652079302479489,4.72,5.28,149.840317,2.248082,2.589,1.457,22.16,1.777,0.437,0.048,3.089
1,26.376842483568527,0.0675589353200278,6.38,10.56,149.79903336183995,2.271054498101782,3.212,1.994,-17.75,1.611,0.379,0.308,5.759,391420.0,0.0291688105768682,27.32060355528681,0.0522538909174711,3.5,5.94,149.79902558113022,2.2710522165946623,1.885,1.684,23.56,1.12,0.107,0.16,2.271,307759.0,0.0404594166196771,26.02780552116226,0.0368584272150061,3.5,5.94,149.7990227480031,2.271058217288296,1.719,1.327,-36.71,1.296,0.228,0.163,1.625,33327.0,0.0458251268034743,26.99973385003081,0.089508010952604,3.5,5.94,149.799025,2.271064,1.293,1.16,-6.9,1.115,0.103,0.331,1.566
1,25.29677205274366,0.0169365614131034,4.22,3.96,149.815995156816,2.3072926267073104,2.783,2.435,-28.68,1.143,0.125,0.976,3.046,400229.0,0.0053435732559523,26.99215492781891,0.0389261666569926,3.5,4.62,149.8159953466271,2.307294098866791,1.876,1.75,-70.81,1.072,0.067,0.677,2.106,314721.0,0.0264647984728654,27.30418173543993,0.081982196471693,3.5,5.28,149.81599007090645,2.307297938726106,1.152,0.952,-85.31,1.21,0.173,0.993,1.091,41558.0,0.0166770100387892,27.331318638232915,0.1326822437243368,4.3,4.62,149.816,2.307294,1.083,1.073,-63.2,1.01,0.01,0.355,1.171
1,25.00218991447884,0.016373269656511,3.83,5.94,149.87990090737622,2.2962538930635783,3.84,3.395,81.1,1.131,0.116,0.014,4.541,402731.0,0.0150190456107647,26.19663930554356,0.0290792927585927,3.5,5.94,149.87990475364305,2.2962522697316845,2.901,2.703,71.59,1.073,0.068,0.01,3.728,317561.0,0.0319824673418361,26.040121621995027,0.051494124495889,3.5,5.28,149.87990694263098,2.296247369264,2.298,1.864,-67.84,1.233,0.189,0.001,2.848,45835.0,0.0487916048005698,25.997137032387624,0.0730961131759957,4.15,6.6,149.879914,2.29625,2.485,1.784,-79.91,1.393,0.282,0.007,3.241
1,26.73746825491273,0.0715481586335687,5.85,8.58,149.9102376546943,2.283305368933558,2.213,1.98,84.8,1.118,0.105,0.342,4.198,402851.0,0.0198144287744371,27.67220235272727,0.0907206828030019,4.42,5.28,149.9102408143006,2.283300860404097,2.044,1.542,37.32,1.326,0.246,0.003,2.366,317472.0,0.0082891526901905,26.97221597555195,0.1373122627635568,5.9,5.94,149.91023920259133,2.283303663202205,1.877,1.041,20.93,1.803,0.445,0.001,3.152,45006.0,0.0228845896980605,27.078436813337536,0.1666877815312381,5.91,5.94,149.910234,2.2833,1.64,0.945,-33.73,1.735,0.424,0.0,2.808
2,26.51701400951768,0.0584888514997273,5.49,5.94,149.9014610740619,2.101526018792909,2.447,2.132,-74.57,1.148,0.129,0.203,3.788,94333.0,0.0145385505765062,27.50600957197093,0.0637966896966372,3.76,5.94,149.90145810056632,2.101528753675888,1.827,1.655,-73.86,1.104,0.094,0.024,2.407,157164.0,0.0255542791089274,27.17355547088883,0.0803207522342951,3.5,6.6,149.9014547680284,2.1015292860321586,1.215,1.173,78.33,1.036,0.034,0.01,1.53,330105.0,0.0259284337913943,26.750028671191675,0.1482238952975711,5.2,5.94,149.901465,2.101532,2.558,1.186,-44.03,2.157,0.536,0.0,2.664
2,26.087957990430525,0.0373910024256714,5.15,5.28,150.01162905434649,2.110518328055137,2.433,2.201,-4.34,1.105,0.095,0.769,3.348,106483.0,0.0096767186604553,27.29937332062868,0.0482170195973372,3.5,5.94,150.0116316104302,2.110519165025707,1.827,1.631,-63.92,1.12,0.107,0.41,2.189,166314.0,0.0065145458385225,27.35130258487662,0.0910363230948029,3.5,5.28,150.01162785354038,2.110519682550696,1.274,1.044,-67.16,1.221,0.181,0.025,1.497,340478.0,0.0041411666506605,27.30874592529269,0.1065465064761211,3.5,5.28,150.01163,2.110519,1.256,1.021,-67.42,1.23,0.187,0.001,1.467
2,25.55765281371888,0.0336626154859861,5.63,10.56,149.9359593440372,2.155951195539998,3.798,2.535,60.53,1.498,0.332,0.022,5.6,109915.0,0.0200204632590953,26.54362656521091,0.0392103405171747,3.99,5.28,149.93595973457695,2.155956743069412,3.155,1.89,44.28,1.669,0.401,0.008,3.504,169118.0,0.0284488078525298,26.24379481095771,0.0779562696210848,5.38,5.94,149.93595871031994,2.1559590725720192,2.545,1.211,43.13,2.102,0.524,0.007,3.143,343487.0,0.0720098896480089,26.497522970490973,0.1078080858383522,5.66,6.6,149.935953,2.15597,1.993,1.101,43.38,1.811,0.448,0.0,2.759
2,25.274180486217123,0.0364172473387136,7.11,10.56,149.97769459053512,2.2218492408047568,3.63,3.279,37.28,1.107,0.097,0.001,11.203,134539.0,0.0317801220719718,26.51328286976747,0.0517536944322773,5.3,5.28,149.97770278070615,2.2218525502124207,2.619,2.385,-72.91,1.098,0.089,0.006,3.945,190941.0,0.0128234717930844,26.672977590942857,0.0917035782038422,4.7,5.94,149.9776974288429,2.221851395914771,1.95,1.31,-30.27,1.488,0.328,0.038,2.713,367262.0,0.0482702676362646,25.948666430844263,0.1017347015648088,5.65,7.26,149.977701,2.221861,2.744,1.948,63.64,1.408,0.29,0.0,4.292
9,23.84513584979713,0.0047968616635982,3.5,3.5,150.1519028383746,1.7893955890885958,3.551,3.32,0.78,1.07,0.065,0.98,3.093,38342.0,0.0051139985109644,25.347278537894763,0.011625860827741,3.5,5.28,150.1519015810317,1.7893962513628354,2.783,2.163,-35.39,1.287,0.223,0.253,2.563,1180.0,0.0337750291441107,25.544936660661907,0.0314705923161302,3.81,4.62,150.1518935887351,1.7893939926477027,2.409,1.526,-65.32,1.579,0.367,0.015,2.219,275816.0,0.0182082712660273,25.30980536676714,0.0307325871142114,3.96,3.96,150.151898,1.789396,2.183,1.463,-41.71,1.492,0.33,0.012,1.96
9,26.23006270469949,0.0455137663024509,5.22,5.94,150.1608623617695,1.812694136098732,2.856,2.055,67.25,1.389,0.28,0.188,3.869,44687.0,0.0141123475782307,27.35449836018476,0.0716102790337106,4.58,5.28,150.16086198070127,1.8126902345491336,2.139,1.547,59.38,1.383,0.277,0.0,3.175,6071.0,0.0138505054864341,26.80484472561649,0.1240893893303064,6.46,7.26,150.1608662091785,1.8126942563259347,1.781,1.1,85.83,1.619,0.382,0.0,3.402,281069.0,0.012707025649929,27.45,-1.0,5.14,8.58,150.160865,1.812691,1.755,0.746,82.69,2.352,0.575,0.0,2.281
9,25.98101181694216,0.0256624761918324,4.08,4.62,150.12125362292264,1.871542202799844,2.325,2.079,-80.03,1.118,0.106,0.975,2.736,55324.0,0.0017801897150236,26.91199287608593,0.0355409851068641,3.5,4.62,150.12125342403186,1.8715426555824373,1.827,1.764,-89.23,1.036,0.034,0.864,2.085,14231.0,0.0105569976808451,25.926690366654288,0.0328234178041381,3.5,5.94,150.12125279382266,1.871545015783828,1.822,1.295,69.01,1.406,0.289,0.984,1.434,290855.0,0.0045068606856107,26.065021925719662,0.040882382632867,3.64,4.62,150.121254,1.871543,1.354,1.216,86.63,1.113,0.102,0.012,1.326
9,26.15073558181357,0.0537202817175007,5.81,6.6,150.2224958157061,1.856369111926568,3.197,2.403,-21.45,1.331,0.249,0.052,5.426,59684.0,0.0379028340724113,27.05548671957719,0.0523662295024871,3.5,5.28,150.22250512543866,1.856374038437724,2.923,1.836,-27.03,1.592,0.372,0.0,3.247,18092.0,0.0437490242603598,26.65628589251084,0.1193894854368932,6.04,6.6,150.2224856976272,1.856375851016284,2.036,1.346,-2.75,1.512,0.339,0.0,3.498,295476.0,0.0739218930402969,26.24266172194678,0.1466106534165785,5.6,3.96,150.222513,1.856381,3.21,2.045,-44.8,1.57,0.363,0.0,4.394
9,26.9826355329396,0.0815790342118062,5.38,5.94,150.13882173108632,1.9077225695972464,2.57,1.721,-56.35,1.493,0.33,0.246,3.367,65530.0,0.0201833610640001,28.17798312386552,0.1360479314088827,6.81,6.6,150.13881869622352,1.9077178544582407,1.308,0.919,-58.16,1.423,0.297,0.787,2.41,22837.0,0.0301435673033754,27.563983543703777,0.1152820420475252,3.5,3.5,150.13882371602057,1.90771443478928,1.404,1.053,29.86,1.334,0.25,0.0,1.941,301728.0,0.0212048563920643,27.434302735242177,0.1552179977853686,4.7,3.5,150.138826,1.907727,1.1,1.034,-17.6,1.064,0.06,0.003,1.983
9,26.600904253369084,0.0769420352407385,6.77,8.58,150.11275156316628,1.95142738542814,2.852,1.763,-68.73,1.618,0.382,0.005,6.717,283693.0,0.0365100564086935,27.568603558950503,0.0991157855921692,6.21,9.9,150.1127424507762,1.9514229228782,1.767,1.352,-23.59,1.307,0.235,0.002,3.525,28154.0,0.0201758084917778,27.66,-1.0,4.53,5.94,150.11274638193476,1.951429529062808,1.218,0.846,39.84,1.439,0.305,0.289,1.335,307274.0,0.0365467463136123,27.32563100377441,0.2277302146225395,6.79,6.6,150.112742,1.951424,1.949,0.775,-29.44,2.515,0.602,0.0,2.912
9,26.034069709790742,0.0524103963741006,6.47,10.56,150.1423007888415,1.94885963435406,3.451,2.105,66.06,1.639,0.39,0.425,6.968,75324.0,0.0181429847648938,27.474375050155487,0.0586817808425407,3.5,6.6,150.14230036491213,1.948864656231114,1.962,1.615,-89.51,1.215,0.177,0.167,2.428,29682.0,0.0458581549716768,27.184410519313406,0.158425167619631,5.37,6.6,150.14229745957647,1.948871930493532,1.76,1.308,-83.71,1.346,0.257,0.0,2.382,309199.0,0.0407095552110176,27.201649951165205,0.1647033469566351,4.77,4.62,150.142307,1.948869,2.065,0.952,-50.8,2.169,0.539,0.0,2.971
9,27.00238931134413,0.0861061749205578,7.67,10.56,150.1385623250893,1.9634523896187448,1.784,1.31,79.36,1.362,0.266,0.708,5.17,78094.0,0.0251750786076781,27.96708727348276,0.0798931744903719,3.5,6.6,150.13855639696314,1.963448674554159,1.889,1.224,11.9,1.544,0.352,0.212,2.419,32233.0,0.0365514511745276,27.66,-1.0,3.5,6.6,150.13855217826705,1.963451889677953,1.129,1.092,-70.64,1.034,0.033,0.0,1.782,312587.0,0.0383428825940819,27.45,-1.0,5.54,7.26,150.138556,1.963443,1.227,0.918,-3.89,1.336,0.252,0.0,1.937
9,26.5012333054477,0.0526851834526341,4.89,5.94,150.2212260769115,1.944873111694673,2.681,2.029,-36.35,1.321,0.243,0.31,3.443,80112.0,0.0083796762282005,27.48729375470068,0.0785107189039152,4.92,8.58,150.22122387747743,1.9448738773265573,1.75,1.581,-73.47,1.107,0.097,0.096,2.686,33789.0,0.0113956900397104,27.49304887716356,0.106009421236276,3.5,5.28,150.22122701164116,1.9448700872139444,1.453,0.942,-53.36,1.542,0.352,0.209,1.7,314111.0,0.0135148613928717,26.885084744531586,0.1440996790315636,6.58,4.62,150.221229,1.94487,1.315,1.07,-65.69,1.229,0.186,0.0,2.355
9,25.790441683929387,0.0311930283327369,4.27,6.6,150.1664620105051,1.9742241269791363,3.614,2.579,36.96,1.401,0.286,0.108,4.657,81959.0,0.0090696936039282,26.9391671283859,0.0454112176317389,3.5,5.28,150.16646447074777,1.9742235778336,2.745,1.805,72.19,1.521,0.342,0.071,3.023,35382.0,0.0423194980107711,27.624348771231887,0.106500361997079,3.5,4.62,150.16646571805668,1.9742352831515468,1.188,0.955,52.53,1.244,0.196,0.013,1.371,315925.0,0.0335108120319591,26.5463852891241,0.1079271305350285,6.75,4.62,150.16646,1.974233,1.438,0.958,75.39,1.501,0.334,0.0,3.191
