Teff,logg,logZ,CtoO,logKzz,F115W,F150W,F277W,F444W
750,3.5,-0.25,0.55,10,-30.928934456591218,-30.123073550144234,-29.339750328314512,-31.488949406394767
750,3.5,-0.25,0.85,-1,-30.979898673997454,-29.994857209983085,-29.200979943541356,-31.94948516859915
750,3.5,-0.25,0.85,2,-30.97238943454645,-30.0566264202726,-29.318798669944947,-31.792366222127
750,3.5,-0.25,0.85,10,-30.864668737757505,-30.248061749064913,-29.653501010028727,-31.381050182235395
750,3.5,+0.0,0.1,-1,-30.782179260295802,-29.96575222008407,-28.869573102057625,-31.928159798693557
750,3.5,+0.0,0.1,2,-30.772122413093342,-29.947317111843695,-28.986416173083587,-31.860440920881913
750,3.5,+0.0,0.1,10,-30.36452079280265,-30.102273110284855,-28.87514698896775,-31.69167028427217
750,3.5,+0.0,0.55,-1,-31.15377584881959,-29.931400456000308,-29.093962116537128,-31.85867083087917
750,3.5,+0.0,0.55,2,-31.16359206455055,-29.985263840526017,-29.19990212267534,-31.69970474191633
750,3.5,+0.0,0.55,10,-30.902153524728583,-30.115581735069732,-29.3101311962188,-31.402710969764062
750,3.5,+0.0,0.85,-1,-30.93394103987434,-30.07037489193442,-29.294453301152767,-31.891328424541967
750,3.5,+0.0,0.85,2,-30.9388833832806,-30.127842176444695,-29.44846622814869,-31.657605259548205
750,3.5,+0.0,0.85,10,-30.939420375825332,-30.216661320832134,-29.67571054359017,-31.213943077389985
750,3.5,+0.25,0.1,-1,-30.727023229196334,-29.92384305789097,-28.954603022471645,-31.876099167292963
750,3.5,+0.25,0.1,2,-30.739850440421176,-29.943094531075204,-29.033587268823588,-31.752270025779524
750,3.5,+0.25,0.1,10,-30.222527205344186,-30.080885521894988,-28.882536960911466,-31.616886796017933
750,3.5,+0.25,0.55,-1,-31.187578031760218,-29.91008470923433,-29.146051086048207,-31.78254844870925
750,3.5,+0.25,0.55,2,-31.19551973712894,-29.951539101986935,-29.28735742292602,-31.555728415359376
750,3.5,+0.25,0.55,10,-30.889442387855116,-30.127428519455925,-29.36307762998968,-31.318010915064587
750,3.5,+0.25,0.85,-1,-30.836243882270722,-30.148481392146998,-29.328747912703477,-31.806874045486442
750,3.5,+0.25,0.85,2,-30.834576967093707,-30.176198452932503,-29.553963545869784,-31.502264352274963
750,3.5,+0.25,0.85,10,-30.94214546873249,-30.28779872472674,-29.83369827316586,-31.065738210606582
750,3.5,+0.5,0.1,-1,-30.647692542312058,-29.925164303181425,-29.026539831818763,-31.834346732811063
750,3.5,+0.5,0.1,2,-30.643445535515276,-29.938644623771946,-29.127393845360924,-31.66910269602965
750,3.5,+0.5,0.1,10,-30.051368544528337,-30.010217062724337,-28.86023062243406,-31.534556083107784
750,3.5,+0.5,0.55,-1,-31.102948562516577,-29.939563972308495,-29.218630150134906,-31.710323159395433
750,3.5,+0.5,0.55,2,-31.20553295603221,-29.93536141725414,-29.36776608970302,-31.41795176959899
750,3.5,+0.5,0.55,10,-30.871667686231987,-30.085238500898242,-29.331235568919773,-31.217843337040296
750,3.5,+0.5,0.85,-1,-31.263092145050358,-30.263114471588185,-29.38620807930386,-31.7218124139235
750,3.5,+0.5,0.85,2,-31.270732700187473,-30.275257917039852,-29.644263787217948,-31.372139793857205
750,3.5,+0.5,0.85,10,-30.93423157190326,-30.26528555499872,-29.86665218874872,-30.91727796761889
750,3.5,+0.75,0.1,-1,-30.49321890130571,-29.890991462131936,-29.13314253073104,-31.79660299537908
750,3.5,+0.75,0.1,2,-30.529722067482304,-29.949431865522197,-29.151602714452224,-31.600253876825324
750,3.5,+0.75,0.1,10,-29.921388315960947,-29.938550763971392,-28.888932969001957,-31.46603200125711
750,3.5,+0.75,0.55,-1,-31.13837996614146,-29.93136011567401,-29.31846222394407,-31.640753243286156
750,3.5,+0.75,0.55,2,-31.146587084498243,-29.940875522305266,-29.510630501260483,-31.329278150800125
750,3.5,+0.75,0.55,10,-30.762137399663224,-30.054109574300853,-29.300915444349215,-31.139963396202056
750,3.5,+0.75,0.85,-1,-31.209741728070853,-30.30235098936165,-29.417432000965256,-31.624050241095635
750,3.5,+0.75,0.85,2,-31.193382410008436,-30.310820027686674,-29.717288925615204,-31.240501772897527
750,3.5,+0.75,0.85,10,-30.814063105244784,-30.239626655748918,-30.086470716288638,-30.803871230871316
750,3.5,+1.0,0.1,-1,-30.402158930131414,-29.863279849407736,-29.23923475265414,-31.762537539564804
750,3.5,+1.0,0.1,2,-30.42072516483861,-29.961348600832807,-29.15074282115397,-31.54313965382585
750,3.5,+1.0,0.1,10,-29.766344226513244,-29.843944844463287,-28.90217724734883,-31.401625550759455
750,3.5,+1.0,0.55,-1,-30.79265868296444,-29.812973843707255,-29.44072548225911,-31.58304127614032
750,3.5,+1.0,0.55,2,-30.993929561974184,-29.924350857927656,-29.573034218025658,-31.22839963199044
750,3.5,+1.0,0.55,10,-30.483598690758818,-30.11959935372967,-29.24987114652652,-31.09840618842068
750,3.5,+1.0,0.85,-1,-31.15068062200671,-30.40789765164711,-29.52189564208647,-31.537129229706814
750,3.5,+1.0,0.85,2,-31.011930906250868,-30.32214095895265,-29.823241186250776,-31.137258545516087
750,3.5,+1.0,0.85,10,-31.02472235567965,-30.24881544941705,-30.105611999550533,-30.681726468350785
750,4.0,-2.5,0.1,-1,-29.439602916134717,-29.906035307943494,-29.565875350864328,-32.21892185071111
750,4.0,-2.5,0.1,2,-29.437479921754427,-29.90570251520632,-29.56982752818846,-32.21845648009801
750,4.0,-2.5,0.1,10,-29.4483986857503,-29.89574594718559,-29.5741665609912,-32.221105569774224
750,4.0,-2.5,0.55,-1,-29.51378425935481,-30.047191044911465,-29.648409132646574,-32.24116217470069
750,4.0,-2.5,0.55,2,-29.50526409395248,-30.048710987733372,-29.65768473278708,-32.24210350468989
750,4.0,-2.5,0.55,10,-29.531311140488675,-30.033658243143183,-29.643010935110784,-32.24503454343547
750,4.0,-2.5,0.85,-1,-29.5318230243838,-30.134350258015022,-29.71792165377737,-32.2548199686764
750,4.0,-2.5,0.85,2,-29.532686467925828,-30.137129211748814,-29.720880231240166,-32.254209220552546
750,4.0,-2.5,0.85,10,-29.548134716624446,-30.110443914291785,-29.71749558186211,-32.25500633736222
750,4.0,-2.0,0.1,-1,-29.830954783589647,-29.813722248761557,-29.379473883909874,-32.27833503528274
750,4.0,-2.0,0.1,2,-29.813332743380272,-29.811466665212038,-29.413579611439843,-32.275308784661036
750,4.0,-2.0,0.1,10,-29.83330791028812,-29.82737253389299,-29.424195915998055,-32.26207584106626
750,4.0,-2.0,0.55,-1,-29.934546144428815,-30.00222914675807,-29.50556822290281,-32.302918304145784
750,4.0,-2.0,0.55,2,-29.923397549854155,-30.003919042909978,-29.532546434444637,-32.300022771772014
750,4.0,-2.0,0.55,10,-29.940681837464243,-30.005702049066368,-29.55763694121692,-32.27245633391348
750,4.0,-2.0,0.85,-1,-29.90996041720304,-30.086305295443214,-29.584748810048637,-32.32037847153355
750,4.0,-2.0,0.85,2,-29.890971141393393,-30.091507517571515,-29.622658739916282,-32.31839254841792
750,4.0,-2.0,0.85,10,-29.922991832478463,-30.086440071924248,-29.637781869889427,-32.28398438719734
750,4.0,-1.5,0.1,-1,-30.223486320999516,-29.787958628213143,-29.058158531697863,-32.3071329154051
750,4.0,-1.5,0.1,2,-30.176608296338795,-29.821985418216222,-29.177789237775986,-32.30893755591304
750,4.0,-1.5,0.1,10,-30.186392635452563,-29.86442711767902,-29.220346255976366,-32.267822030462625
750,4.0,-1.5,0.55,-1,-30.305910228204386,-29.951193154872037,-29.269914534183826,-32.326511171675506
750,4.0,-1.5,0.55,2,-30.26000136885177,-29.96556600100722,-29.364541108084016,-32.320607594364674
750,4.0,-1.5,0.55,10,-30.308644273522056,-30.059507073100487,-29.441259785420964,-32.24830938479001
750,4.0,-1.5,0.85,-1,-30.327402676595835,-29.98112709840692,-29.3278273624902,-32.31409520257095
750,4.0,-1.5,0.85,2,-30.26145775896786,-30.008185049502035,-29.43869501511042,-32.3128964789712
750,4.0,-1.5,0.85,10,-30.32473994700025,-30.06650623189713,-29.474802248055305,-32.21104501561246
750,4.0,-1.0,0.1,-1,-30.63187403801556,-29.832779428688703,-28.766943830026264,-32.21951319290147
750,4.0,-1.0,0.1,2,-30.56249590487697,-29.88428389281885,-28.926929709378935,-32.22741523593416
750,4.0,-1.0,0.1,10,-30.549635819032176,-29.964938439940223,-29.005465629672386,-32.08494377978133
750,4.0,-1.0,0.55,-1,-30.696761947095688,-29.87755673645484,-29.00504038874353,-32.20585161555582
750,4.0,-1.0,0.55,2,-30.645074420366925,-29.959803578901536,-29.16653851910994,-32.21054402152965
750,4.0,-1.0,0.55,10,-30.69749394206127,-30.103757238381654,-29.26845068567566,-31.95193739309034
750,4.0,-1.0,0.85,-1,-30.71643014146329,-29.869710841237666,-29.05936897950529,-32.201160132624466
750,4.0,-1.0,0.85,2,-30.73275920545239,-29.957630594016255,-29.220711212094166,-32.18876959457483
750,4.0,-1.0,0.85,10,-30.7919456859265,-30.13617999474721,-29.37270615930554,-31.889460737105743
750,4.0,-0.5,0.1,-1,-30.81998260554963,-29.95483867976169,-28.664562306957542,-32.08837355199984
750,4.0,-0.5,0.1,2,-30.730630533977195,-30.0043511916994,-28.82140011488049,-32.08611812032902
750,4.0,-0.5,0.1,10,-30.723090754653555,-30.094375144041887,-28.86019184466327,-31.907824627625487
750,4.0,-0.5,0.55,-1,-30.866121887318478,-29.9557264669004,-28.9698020183914,-32.091692562589316
750,4.0,-0.5,0.55,2,-30.871228617673403,-30.01873445704588,-29.072281692880928,-32.00894222332785
750,4.0,-0.5,0.55,10,-30.92954770617308,-30.156839111200874,-29.208238372053003,-31.697361278042948
750,4.0,-0.5,0.85,-1,-30.89703582774874,-29.973187769234674,-29.038659700900048,-32.08863498369691
750,4.0,-0.5,0.85,2,-30.847606408038594,-30.03035219011788,-29.15700500522184,-32.03958844164006
750,4.0,-0.5,0.85,10,-30.847506952083226,-30.256226124221506,-29.441714404991806,-31.649219038694092
750,4.0,-0.25,0.1,-1,-30.928161554002145,-29.971411861122302,-28.660114871065993,-32.01558334970071
750,4.0,-0.25,0.1,2,-30.866865788484713,-30.019223781056297,-28.804304148590028,-31.97728841939179
750,4.0,-0.25,0.1,10,-30.68939460390549,-30.15605736675433,-28.810749900824078,-31.831738353105795
750,4.0,-0.25,0.55,-1,-31.013512843498305,-29.953511475349977,-28.948588302480623,-32.01447590235574
750,4.0,-0.25,0.55,2,-31.045652408362308,-29.98955929265945,-29.053912823453874,-31.85625343657832
750,4.0,-0.25,0.55,10,-30.96209659188733,-30.172675186098846,-29.232472128463115,-31.577180906377965
750,4.0,-0.25,0.85,-1,-30.921485951136955,-30.02802290560568,-29.078099205524424,-32.029827711572295
750,4.0,-0.25,0.85,2,-30.854010129422797,-30.054598921517183,-29.177557480949545,-31.961351619385816
750,4.0,-0.25,0.85,10,-30.942525996644047,-30.21070431252462,-29.41233403594865,-31.5018855546737
750,4.0,+0.0,0.1,-1,-30.91011142754087,-30.005638758012285,-28.710629788062533,-31.970392268331548
750,4.0,+0.0,0.1,2,-30.891182409750108,-30.022514184894003,-28.83657250181445,-31.86992513280572
750,4.0,+0.0,0.1,10,-30.59767424003219,-30.18471304904989,-28.782208855669097,-31.7601189474179
750,4.0,+0.0,0.55,-1,-31.037903452770017,-29.924326267426157,-28.945805210901923,-31.934844395201512
750,4.0,+0.0,0.55,2,-31.029768916073643,-29.98366307835777,-29.13336039841682,-31.70925881291826
750,4.0,+0.0,0.55,10,-30.96556015651025,-30.17047542672821,-29.235031810431327,-31.474511647494573
750,4.0,+0.0,0.85,-1,-31.19069829490792,-30.071167071585762,-29.091492990780765,-31.94867717458356
750,4.0,+0.0,0.85,2,-31.14351441560823,-30.058552226308773,-29.182524062247595,-31.84867235902392
750,4.0,+0.0,0.85,10,-30.955425188886878,-30.23629843894845,-29.48920587678723,-31.364477045735658
750,4.0,+0.25,0.1,-1,-30.887852064852407,-30.027605819819335,-28.780329953252558,-31.925454411934936
750,4.0,+0.25,0.1,2,-30.856751008754806,-30.031091162863454,-28.8975341511808,-31.75495665322272
750,4.0,+0.25,0.1,10,-30.491929817715693,-30.1927967764826,-28.775780128336024,-31.68755406363505
750,4.0,+0.25,0.55,-1,-31.108491288292008,-29.961363187774772,-28.98230930101528,-31.860066944176758
750,4.0,+0.25,0.55,2,-31.0806573214643,-30.00696845392254,-29.205888942227382,-31.55119664300729
750,4.0,+0.25,0.55,10,-30.96282995214109,-30.17554086018661,-29.145931568492315,-31.390961085829638
750,4.0,+0.25,0.85,-1,-31.142396697484074,-30.06645416225778,-29.144767006763722,-31.87142435698956
750,4.0,+0.25,0.85,2,-31.16252543347995,-30.101214778964597,-29.205050819614847,-31.69003874026093
750,4.0,+0.25,0.85,10,-30.912034370850495,-30.242807335783777,-29.543393698598894,-31.226664673909195
750,4.0,+0.5,0.1,-1,-30.749428010469735,-29.99658663965388,-28.872458237404558,-31.88586609543336
750,4.0,+0.5,0.1,2,-30.748777595291934,-30.03782757727705,-28.967766344054407,-31.67465339408118
750,4.0,+0.5,0.1,10,-30.2740263731978,-30.114914231095522,-28.70970620808919,-31.578531346896746
750,4.0,+0.5,0.55,-1,-31.035000279678385,-29.92244170950402,-29.069708433007474,-31.789505231406586
750,4.0,+0.5,0.55,2,-31.043596161191655,-29.963934590376297,-29.149204858197546,-31.605047444139256
750,4.0,+0.5,0.55,10,-30.918204410833432,-30.16069103729127,-29.15096487444243,-31.287561928677615
750,4.0,+0.5,0.85,-1,-31.276944350901648,-30.164641690469164,-29.19389786968143,-31.78996125099178
750,4.0,+0.5,0.85,2,-31.29127199300092,-30.187984146950573,-29.319662054332714,-31.535721976310633
750,4.0,+0.5,0.85,10,-31.069120117219917,-30.23413564380466,-29.54522542566992,-30.96391713972276
750,4.0,+0.75,0.1,-1,-30.660443578456245,-29.978964298214365,-28.95839673637895,-31.841931888938383
750,4.0,+0.75,0.1,2,-30.665511410993357,-29.97946728785219,-29.030941004130696,-31.69728652116681
750,4.0,+0.75,0.1,10,-30.131538332088557,-30.05798332852031,-28.709475166051433,-31.503902763669814
750,4.0,+0.75,0.55,-1,-31.314106946682013,-29.990452515727164,-29.150779044700474,-31.71893507227752
750,4.0,+0.75,0.55,2,-31.302957114649953,-30.02064644261847,-29.272407059775297,-31.460961007505524
750,4.0,+0.75,0.55,10,-30.846177707651094,-30.15720840765595,-29.136950260036485,-31.212946233537778
750,4.0,+0.75,0.85,-1,-31.090672103042486,-30.213879542152,-29.29331636875778,-31.72391551983075
750,4.0,+0.75,0.85,2,-31.103163628536553,-30.227783136326334,-29.518501176723568,-31.407735321006154
750,4.0,+0.75,0.85,10,-30.995280802456104,-30.262502747980946,-29.84034983832743,-30.884008660636752
750,4.0,+1.0,0.1,-1,-30.569580192058616,-29.939966869087982,-29.02196105884128,-31.79367026488316
750,4.0,+1.0,0.1,2,-30.578040491336775,-29.972282950641073,-29.06329851205514,-31.615440983652494
750,4.0,+1.0,0.1,10,-29.96630319330645,-29.987525805832902,-28.73074670716493,-31.44919066169626
750,4.0,+1.0,0.55,-1,-31.01081637556308,-29.920763357766273,-29.229739152944486,-31.64133261510528
750,4.0,+1.0,0.55,2,-31.021042982838367,-29.947825419318832,-29.401856720229954,-31.345682329192872
750,4.0,+1.0,0.55,10,-30.67986346024061,-30.15044532902855,-29.140082247909568,-31.16507479390296
750,4.0,+1.0,0.85,-1,-31.35639892477065,-30.36182651770841,-29.316791823615095,-31.621092462067622
750,4.0,+1.0,0.85,2,-31.373465930103297,-30.390189849453307,-29.561899639231058,-31.25111056014269
750,4.0,+1.0,0.85,10,-30.974061128741155,-30.27188315318106,-29.94653299745,-30.73918658415362
750,4.5,-2.5,0.1,-1,-29.324667958354507,-29.925495085337847,-29.56701481590534,-32.18175627969384
750,4.5,-2.5,0.1,2,-29.33712469345375,-29.93418748201727,-29.56173801884782,-32.18008767208315
750,4.5,-2.5,0.1,10,-29.34494783589562,-29.904024412354016,-29.547087233821046,-32.1834186549795
750,4.5,-2.5,0.55,-1,-29.38969960710518,-30.046330769975306,-29.651511173899564,-32.210665683593135
750,4.5,-2.5,0.55,2,-29.39834735213697,-30.055078987435117,-29.64459795226204,-32.20722646301241
750,4.5,-2.5,0.55,10,-29.425665113973473,-30.04127093609672,-29.62781727276271,-32.21548668076241
750,4.5,-2.5,0.85,-1,-29.39901578257534,-30.154253288616033,-29.717100298831376,-32.226686631539465
750,4.5,-2.5,0.85,2,-29.3970989605671,-30.15322451493684,-29.71832039654586,-32.22610166665357
750,4.5,-2.5,0.85,10,-29.426924002127492,-30.127056857371407,-29.709800452952866,-32.232662119005305
750,4.5,-2.0,0.1,-1,-29.69906156946015,-29.824313983516156,-29.39702322103347,-32.24566884469921
750,4.5,-2.0,0.1,2,-29.69428034078925,-29.827186356673305,-29.406777231857607,-32.24609227219727
750,4.5,-2.0,0.1,10,-29.69559914521534,-29.803118758091255,-29.411877262370027,-32.24566905728031
750,4.5,-2.0,0.55,-1,-29.793581389844555,-30.008909441836646,-29.51734287957979,-32.275731443901456
750,4.5,-2.0,0.55,2,-29.78502232576838,-30.013909658550194,-29.532880195161898,-32.27618960231255
750,4.5,-2.0,0.55,10,-29.801440026188804,-29.992186823946,-29.53432546029454,-32.2636266654543
750,4.5,-2.0,0.85,-1,-29.796831184647957,-30.11339291572851,-29.617285817872087,-32.292662595813304
750,4.5,-2.0,0.85,2,-29.782100250577898,-30.107010356269292,-29.622499900877802,-32.289392324855626
750,4.5,-2.0,0.85,10,-29.81214987046571,-30.078727977796007,-29.6099653646014,-32.28570750672808
750,4.5,-1.5,0.1,-1,-30.119290423528913,-29.750743336800888,-29.09487850481691,-32.30265253115587
750,4.5,-1.5,0.1,2,-30.10145655076187,-29.767149051330932,-29.151179153984618,-32.30068416316239
750,4.5,-1.5,0.1,10,-30.111731888676836,-29.794083758473107,-29.179677237060506,-32.2690401322207
750,4.5,-1.5,0.55,-1,-30.25368392536759,-29.91412342052186,-29.25828518588404,-32.317472332449604
750,4.5,-1.5,0.55,2,-30.239283557998455,-29.92900407677851,-29.314048391920036,-32.316425534743836
750,4.5,-1.5,0.55,10,-30.26963122316111,-29.981399663727064,-29.358535537453527,-32.24586159081965
750,4.5,-1.5,0.85,-1,-30.195083986266077,-30.013636546326676,-29.358681637448584,-32.33822529899666
750,4.5,-1.5,0.85,2,-30.17346317346856,-30.03330694022461,-29.41290459866263,-32.335494481415864
750,4.5,-1.5,0.85,10,-30.221538872929333,-30.07754546947284,-29.450929370372144,-32.25813935116356
750,4.5,-1.0,0.1,-1,-30.512887214645986,-29.800739455676755,-28.774395421314143,-32.26932460123853
750,4.5,-1.0,0.1,2,-30.454269680224193,-29.86703704355029,-28.916237228522693,-32.27796909484038
750,4.5,-1.0,0.1,10,-30.478294733106615,-29.925829272250958,-28.958880102083203,-32.192230401869274
750,4.5,-1.0,0.55,-1,-30.599644468675905,-29.895892114636364,-28.994871022161064,-32.27167998313816
750,4.5,-1.0,0.55,2,-30.556898024063983,-29.973010391020644,-29.11987571301402,-32.27074572094013
750,4.5,-1.0,0.55,10,-30.616997137650376,-30.083477003433387,-29.20000513457191,-32.107325395036526
750,4.5,-1.0,0.85,-1,-30.60624684264187,-29.912397999437257,-29.092158619352382,-32.26903154037796
750,4.5,-1.0,0.85,2,-30.571942505576448,-29.963447457546092,-29.16678274858315,-32.262979141549465
750,4.5,-1.0,0.85,10,-30.649604367350886,-30.10543817803063,-29.263336230624468,-32.056869308606956
750,4.5,-0.5,0.1,-1,-30.830673109750613,-29.916771035722004,-28.58024424327739,-32.14244404942603
750,4.5,-0.5,0.1,2,-30.790899393425136,-30.012250709820915,-28.711509635191636,-32.15221022057367
750,4.5,-0.5,0.1,10,-30.733335962126365,-30.089121130634304,-28.744454628508507,-31.970580923805215
750,4.5,-0.5,0.55,-1,-30.86011827131234,-29.912692674164163,-28.874624755895297,-32.15075824124588
750,4.5,-0.5,0.55,2,-30.856235880807475,-30.01812007971794,-28.93857322140785,-32.10979721372579
750,4.5,-0.5,0.55,10,-30.917801160755296,-30.20365570182028,-29.091425564104636,-31.816231055542463
750,4.5,-0.5,0.85,-1,-30.85317867393836,-29.914969891755252,-28.966146333123714,-32.15452084326358
750,4.5,-0.5,0.85,2,-30.85754606604771,-30.042878175733797,-29.02509805552122,-32.09369295775713
750,4.5,-0.5,0.85,10,-30.895713079540954,-30.2041240464702,-29.22163260823416,-31.762069453798134
750,4.5,-0.25,0.1,-1,-30.90420117933123,-29.98206393915893,-28.564315325727478,-32.07509748571982
750,4.5,-0.25,0.1,2,-30.86790500337651,-30.06660320500127,-28.66656009112503,-32.067665543179004
750,4.5,-0.25,0.1,10,-30.763134808455945,-30.1812441860794,-28.69550128069122,-31.896506735327648
750,4.5,-0.25,0.55,-1,-30.961107452230152,-29.957187644673514,-28.85103496632743,-32.08188011716337
750,4.5,-0.25,0.55,2,-30.953781926060774,-30.04625038674794,-28.915689993431485,-32.015433764793464
750,4.5,-0.25,0.55,10,-30.93968251571624,-30.226311992975383,-29.104220148756077,-31.69934354551678
750,4.5,-0.25,0.85,-1,-31.01690641638256,-29.963455870844932,-28.931279280723466,-32.080011899407936
750,4.5,-0.25,0.85,2,-31.01642329657775,-30.0308860953879,-28.952109124884032,-31.970030379610193
750,4.5,-0.25,0.85,10,-30.918859201947747,-30.245128124929323,-29.278513316818465,-31.636038369348963
750,4.5,+0.0,0.1,-1,-30.955244776952874,-30.035740948796143,-28.57537061417158,-32.014458296926406
750,4.5,+0.0,0.1,2,-30.92379745945241,-30.090687234609685,-28.663758116459867,-31.982220534686373
750,4.5,+0.0,0.1,10,-30.71055404452432,-30.217825657612195,-28.63966738053402,-31.811874870802008
750,4.5,+0.0,0.55,-1,-30.96048201927364,-29.9722106417751,-28.846806803606164,-32.01201838215962
750,4.5,+0.0,0.55,2,-30.966892789798628,-30.047527583560978,-28.930004260216066,-31.90722636974593
750,4.5,+0.0,0.55,10,-30.98204256924006,-30.206774774716934,-29.07236642409891,-31.586282131990508
750,4.5,+0.0,0.85,-1,-31.005545187684316,-29.981056830405727,-28.94127158760572,-32.01300477148326
750,4.5,+0.0,0.85,2,-31.009593487678405,-30.078938255670018,-29.038375448846118,-31.858003139590668
750,4.5,+0.0,0.85,10,-30.96728069746892,-30.304971936826483,-29.367430932712626,-31.52160151159483
750,4.5,+0.25,0.1,-1,-30.957882957718333,-30.080214585430927,-28.63749844524981,-31.97203223085122
750,4.5,+0.25,0.1,2,-30.946478722081853,-30.052156330663227,-28.652830580583103,-31.877278301671716
750,4.5,+0.25,0.1,10,-30.596332581225575,-30.251398568114247,-28.615180083259652,-31.739840424165536
750,4.5,+0.25,0.55,-1,-31.106400727461974,-29.98003109705437,-28.864867801891435,-31.940826917847577
750,4.5,+0.25,0.55,2,-31.160045445582224,-30.039502378513955,-28.963177675902013,-31.756951515030348
750,4.5,+0.25,0.55,10,-30.9885937067693,-30.204507823643038,-29.07952610425268,-31.481796662879603
750,4.5,+0.25,0.85,-1,-31.001364927428256,-30.022657997522998,-28.981497161199687,-31.94758828656248
750,4.5,+0.25,0.85,2,-30.984848331793827,-30.103661848928805,-29.14972804480127,-31.70744964633522
750,4.5,+0.25,0.85,10,-30.983240986773666,-30.240069992825653,-29.319459463359134,-31.37089723839508
750,4.5,+0.5,0.1,-1,-30.974668352763686,-30.087146151798795,-28.687424728956298,-31.926612366469715
750,4.5,+0.5,0.1,2,-30.95147863822306,-30.07570857814737,-28.754096487733086,-31.78870399801658
750,4.5,+0.5,0.1,10,-30.458360601082383,-30.25850862909023,-28.596396980048585,-31.667479862652463
750,4.5,+0.5,0.55,-1,-31.336684007474656,-30.012085616967777,-28.886986016316794,-31.86318395271379
750,4.5,+0.5,0.55,2,-31.16052033919906,-30.001563972842938,-29.035475813400144,-31.59647534277652
750,4.5,+0.5,0.55,10,-30.996190006571553,-30.19618538282385,-29.08674418154307,-31.381504403767366
750,4.5,+0.5,0.85,-1,-31.06640998853669,-30.107887848261264,-29.0380626072278,-31.87517315673692
750,4.5,+0.5,0.85,2,-31.071278883684386,-30.17099486929616,-29.240385788241827,-31.527213250035437
750,4.5,+0.5,0.85,10,-31.05544472320608,-30.26001474664149,-29.372069529036217,-31.21893619531727
750,4.5,+0.75,0.1,-1,-30.757286257159514,-30.038362236647487,-28.77008031344424,-31.886721463656094
750,4.5,+0.75,0.1,2,-30.75563843432064,-30.053581647994957,-28.875640628495827,-31.701391392416237
750,4.5,+0.75,0.1,10,-30.294833541598692,-30.209085812365927,-28.584695317513862,-31.59070920814104
750,4.5,+0.75,0.55,-1,-31.091562025974238,-29.965123276813866,-28.977056813732784,-31.79563377047569
750,4.5,+0.75,0.55,2,-31.096188568571066,-29.99686112186842,-29.18655662061323,-31.46871450469647
750,4.5,+0.75,0.55,10,-30.87948931275601,-30.21817114285884,-28.99779955310902,-31.327463401063284
750,4.5,+0.75,0.85,-1,-31.30691061053746,-30.24998052072547,-29.107697496399233,-31.79701504329369
750,4.5,+0.75,0.85,2,-31.12665821342174,-30.201002860333418,-29.391590015864097,-31.402994424612203
750,4.5,+0.75,0.85,10,-31.092581230890023,-30.29910742438095,-29.55873859387077,-31.061671021447896
750,4.5,+1.0,0.1,-1,-30.672820201836004,-30.022408687389284,-28.872401236178682,-31.84589715142839
750,4.5,+1.0,0.1,2,-30.67012465667024,-30.053298304411765,-28.93403587031742,-31.62969026310662
750,4.5,+1.0,0.1,10,-30.109495124264953,-30.119786215769775,-28.580442099759665,-31.512867765413773
750,4.5,+1.0,0.55,-1,-31.11120930458273,-29.938967768525764,-29.034362176438393,-31.712137864549582
750,4.5,+1.0,0.55,2,-31.154249287077178,-29.9724822830612,-29.266522354941223,-31.354876659087783
750,4.5,+1.0,0.55,10,-30.780899956018892,-30.217330786370326,-28.975836557540354,-31.247343191199278
750,4.5,+1.0,0.85,-1,-31.417312041260868,-30.255472566871994,-29.13302277500199,-31.702841513575272
750,4.5,+1.0,0.85,2,-31.352315193675942,-30.24014873187599,-29.476860166524517,-31.272249449196625
750,4.5,+1.0,0.85,10,-30.975341263703623,-30.203127315634074,-29.663111354506352,-30.882284677807398
750,5.0,-2.5,0.1,-1,-29.209917654805324,-29.948420917790052,-29.584296984155145,-32.15438192776348
750,5.0,-2.5,0.1,2,-29.195659537221566,-29.939595007380984,-29.588301091791564,-32.15546392259758
750,5.0,-2.5,0.1,10,-29.21863222223081,-29.928114837603076,-29.57368046198612,-32.15857008490757
750,5.0,-2.5,0.55,-1,-29.26443903206927,-30.06296021070883,-29.6744704002996,-32.18347256597443
750,5.0,-2.5,0.55,2,-29.266945431388777,-30.071153580540255,-29.67223882506467,-32.18536587719989
750,5.0,-2.5,0.55,10,-29.30226262755621,-30.050061289207903,-29.647456687923444,-32.18614342907586
750,5.0,-2.5,0.85,-1,-29.281600820530297,-30.101299490182964,-29.667393129693764,-32.17548578137699
750,5.0,-2.5,0.85,2,-29.256005772332124,-30.084679729765828,-29.681168690155772,-32.17742646133082
750,5.0,-2.5,0.85,10,-29.260575326609963,-30.058084224999774,-29.680752762395628,-32.1867181542971
750,5.0,-2.0,0.1,-1,-29.564644728602637,-29.883981903414856,-29.452842693228426,-32.21927904033151
750,5.0,-2.0,0.1,2,-29.562807191546597,-29.884498367741333,-29.456898868417063,-32.21910137745425
750,5.0,-2.0,0.1,10,-29.573249538671178,-29.8441338759533,-29.4475377586472,-32.22195409121375
750,5.0,-2.0,0.55,-1,-29.62366653119032,-30.056805274206184,-29.587455747556078,-32.256936087227864
750,5.0,-2.0,0.55,2,-29.631270499477893,-30.06760568170518,-29.585027572706384,-32.256544763363536
