Teff,log_g,[M/H],F115W,F150W,F277W,F444W
800,5.5,-0.5,17.83397154922351,18.10658726741959,18.356073799082928,15.649039347468484
800,5.5,0.0,17.46122456355013,17.99659636815759,18.475947411055703,15.896348372388758
800,5.5,0.3,17.26488057401601,17.932009023711075,18.520205149189618,16.16561312781939
900,2.5,-1.0,16.702568029043597,17.17859346189581,17.68470603389458,15.86737401056528
900,2.5,-0.5,16.948182426863553,17.16804240453646,17.691711161976123,15.987976237717865
900,2.5,0.0,17.36107175460106,17.238975644787804,17.63877767632834,16.064003827385985
900,2.5,0.3,17.611698611966627,17.37203320846629,17.594538687418474,16.059389337781077
900,3.0,-1.0,16.63394085835491,17.258085526419368,17.722117598837016,15.90420269349195
900,3.0,-0.5,16.7241005104465,17.22834487585106,17.678713300933907,15.997628964799953
900,3.0,0.0,17.109424523379765,17.234229871720853,17.581582606855676,16.04204525629203
900,3.0,0.3,17.367036410162832,17.307159643705358,17.55657082741677,16.069555224088457
900,3.5,-1.0,16.64323183035775,17.379505593824195,17.6617876719987,15.85715960306366
900,3.5,-0.5,16.624141498931987,17.356838379327478,17.623422453497042,16.01144542548755
900,3.5,0.0,16.850486595899557,17.31228621790345,17.53645404746122,16.056604873872274
900,3.5,0.3,17.064589452389455,17.289841026234953,17.536404658107656,16.09204765651371
900,4.0,-1.0,16.72832733899466,17.489256572559363,17.630918960617365,15.699059037929054
900,4.0,-0.5,16.63950420058915,17.439421704086786,17.5828968309439,15.92427864395485
900,4.0,0.0,16.71614468617412,17.374711343749535,17.533684581701593,16.073690991310627
900,4.0,0.3,16.8418857102122,17.3140976325283,17.5150725403295,16.108744738987557
900,4.5,-1.0,16.887625288924244,17.512246012214423,17.605646861866763,15.486684579932268
900,4.5,-0.5,16.719132217903656,17.437640996429778,17.625669971245305,15.739739263564099
900,4.5,0.0,16.681133895294778,17.358369269685678,17.575307699327094,16.01593378852235
900,4.5,0.3,16.739013908132215,17.320504675164948,17.563816607437634,16.118959503430542
900,5.0,-1.0,17.096748145415965,17.455424542117612,17.566904782484226,15.326514757070948
900,5.0,-0.5,16.841517586432072,17.393703480171823,17.69091949189256,15.539449155581886
900,5.0,0.0,16.658135203015956,17.320551110551353,17.706144162772553,15.887227794453086
900,5.0,0.3,16.631590588587734,17.28764756086465,17.68370849529844,16.08465590785864
900,5.5,-1.0,17.28716883633044,17.39974229825833,17.53153469325688,15.224207128227746
900,5.5,-0.5,16.96674025395575,17.354003089522305,17.732515817531045,15.377735577934308
900,5.5,0.0,16.69622699633882,17.29115031531889,17.86374031397753,15.672443764635977
900,5.5,0.3,16.580465479943435,17.249768845186498,17.870270736915607,15.93962324209308
1000,2.5,-1.0,16.256856044331805,16.620582834064507,17.151706040944422,15.539325226884431
1000,2.5,-0.5,16.53324085856342,16.616677543434204,17.128402595519482,15.631905303819199
1000,2.5,0.0,16.938623421586104,16.75879404448903,17.045406601630958,15.652776936456192
1000,2.5,0.3,17.12730921735786,16.914682950407144,17.024167658520184,15.603942837514298
1000,3.0,-1.0,16.161645256404007,16.665172224556517,17.16327860466575,15.555814818532873
1000,3.0,-0.5,16.35329333165339,16.67132944130223,17.07030762698993,15.614071388651
1000,3.0,0.0,16.72926666349553,16.70131062576551,17.012471193768263,15.658866637947037
1000,3.0,0.3,16.943196093562555,16.821095284734973,16.988657661503375,15.65286641581869
1000,3.5,-1.0,16.158048586160984,16.772410975675495,17.088802118538553,15.530354864010235
1000,3.5,-0.5,16.218973186125073,16.749762008859342,17.03865202622016,15.624248640806158
1000,3.5,0.0,16.500362589415086,16.6996482691136,16.993635760305562,15.669829085151344
1000,3.5,0.3,16.704995452562088,16.73126244561737,16.98222631731402,15.692374984394862
1000,4.0,-1.0,16.17332770297157,16.864460903088005,17.081991784037168,15.428840539638253
1000,4.0,-0.5,16.151921556012674,16.79770173709119,17.030459441576845,15.598213559364991
1000,4.0,0.0,16.298470210332184,16.710621496197078,16.980653889505952,15.690712620955738
1000,4.0,0.3,16.473039036339575,16.68025182404286,16.985056697333174,15.726624580230188
1000,4.5,-1.0,16.26753294492419,16.877640662461296,17.074106977602103,15.250322000420242
