Teff,log(g),mass,R/Rsun,F115W,F150W,F277W,F444W,Z
2000.0,4.5,21.63,0.1338,12.624815622282233,12.649565622282232,13.355815622282233,13.003315622282232,0.5
2100.0,4.5,22.62,0.1368,12.374065622282231,12.386065622282231,13.093815622282232,12.830065622282232,0.5
2200.0,4.5,23.77,0.1402,12.12831562228223,12.127565622282233,12.826815622282233,12.650315622282232,0.5
2300.0,4.5,25.07,0.144,11.890815622282231,11.875315622282232,12.549315622282231,12.46381562228223,0.5
2400.0,4.5,26.73,0.1487,11.653565622282231,11.622065622282232,12.267065622282232,12.26906562228223,0.5
200.0,5.0,27.65,0.085,34.45831562228223,32.25231562228223,32.20631562228223,21.65081562228223,0.5
225.0,5.0,27.88,0.0854,32.68731562228223,30.65906562228223,30.85856562228223,21.03281562228223,0.5
250.0,5.0,28.11,0.0857,31.01931562228223,29.26256562228223,29.62981562228223,20.486815622282233,0.5
275.0,5.0,28.35,0.0861,29.495815622282233,28.054565622282233,28.52006562228223,20.00756562228223,0.5
300.0,5.0,28.59,0.0865,28.108565622282235,26.98881562228223,27.54081562228223,19.58056562228223,0.5
325.0,5.0,28.83,0.0868,26.84631562228223,26.03631562228223,26.668315622282233,19.198065622282233,0.5
350.0,5.0,29.06,0.0872,25.70456562228223,25.186065622282232,25.900565622282233,18.854315622282233,0.5
375.0,5.0,29.3,0.0875,24.678815622282233,24.430065622282232,25.22681562228223,18.544815622282233,0.5
400.0,5.0,29.54,0.0879,23.762815622282233,23.75931562228223,24.615315622282232,18.262815622282233,0.5
425.0,5.0,29.78,0.0882,22.94256562228223,23.160315622282234,24.05506562228223,18.00731562228223,0.5
450.0,5.0,30.02,0.0886,22.212065622282232,22.622815622282232,23.54381562228223,17.775565622282233,0.5
475.0,5.0,30.26,0.0889,21.561815622282232,22.137065622282233,23.07606562228223,17.565565622282232,0.5
500.0,5.0,30.48,0.0893,20.983565622282228,21.69406562228223,22.646565622282232,17.375065622282232,0.5
525.0,5.0,30.69,0.0896,20.47431562228223,21.28931562228223,22.25056562228223,17.20381562228223,0.5
550.0,5.0,30.87,0.0898,20.02681562228223,20.91256562228223,21.88456562228223,17.047815622282233,0.5
575.0,5.0,31.04,0.0901,19.635065622282234,20.563315622282232,21.53931562228223,16.90431562228223,0.5
600.0,5.0,31.2,0.0903,19.286565622282232,20.23556562228223,21.217315622282232,16.772315622282232,0.5
650.0,5.0,31.51,0.0908,18.686065622282232,19.63381562228223,20.626065622282233,16.533565622282232,0.5
700.0,5.0,31.82,0.0912,18.181565622282232,19.10831562228223,20.09356562228223,16.322565622282234,0.5
750.0,5.0,32.14,0.0917,17.741065622282232,18.641565622282233,19.614065622282233,16.132065622282234,0.5
800.0,5.0,32.49,0.0922,17.35256562228223,18.23331562228223,19.17706562228223,15.95806562228223,0.5
850.0,5.0,32.85,0.0927,16.999815622282235,17.86281562228223,18.78406562228223,15.799315622282231,0.5
900.0,5.0,33.21,0.0932,16.678815622282233,17.524815622282233,18.42881562228223,15.653815622282233,0.5
950.0,5.0,33.58,0.0937,16.38531562228223,17.21306562228223,18.10381562228223,15.51906562228223,0.5
1000.0,5.0,33.98,0.0943,16.116065622282232,16.922065622282233,17.80206562228223,15.392315622282231,0.5
1100.0,5.0,34.79,0.0954,15.642565622282232,16.38431562228223,17.247815622282232,15.157315622282233,0.5
1200.0,5.0,35.65,0.0966,15.239815622282231,15.880815622282231,16.736065622282233,14.937315622282233,0.5
1300.0,5.0,36.58,0.0978,14.891565622282233,15.399815622282231,16.253815622282232,14.72731562228223,0.5
1400.0,5.0,37.6,0.0992,14.584815622282232,14.949065622282232,15.796815622282232,14.52431562228223,0.5
1500.0,5.0,38.65,0.1005,14.306065622282231,14.537065622282233,15.368815622282233,14.325065622282231,0.5
1600.0,5.0,39.77,0.102,14.046815622282232,14.170315622282232,14.985315622282231,14.130815622282231,0.5
1700.0,5.0,40.93,0.1035,13.799815622282232,13.847565622282232,14.653565622282231,13.948565622282231,0.5
1800.0,5.0,42.05,0.1049,13.559815622282231,13.558815622282232,14.362565622282233,13.781565622282233,0.5
1900.0,5.0,43.2,0.1063,13.32306562228223,13.291815622282233,14.099065622282232,13.624815622282231,0.5
2000.0,5.0,44.49,0.1079,13.087315622282231,13.03731562228223,13.847565622282232,13.471065622282232,0.5
2100.0,5.0,45.99,0.1097,12.85506562228223,12.792315622282231,13.605565622282231,13.31731562228223,0.5
2200.0,5.0,47.7,0.1117,12.628815622282232,12.555065622282232,13.360315622282233,13.159565622282232,0.5
2300.0,5.0,49.62,0.1139,12.408315622282231,12.32456562228223,13.110315622282231,12.99681562228223,0.5
2400.0,5.0,51.88,0.1165,12.19306562228223,12.099065622282232,12.85131562228223,12.827065622282232,0.5
200.0,5.25,41.73,0.0783,34.37081562228223,32.48606562228223,32.054565622282226,21.80031562228223,0.5
225.0,5.25,41.96,0.0785,32.766315622282235,30.910315622282234,30.77281562228223,21.193815622282234,0.5
250.0,5.25,42.19,0.0787,31.25031562228223,29.525565622282237,29.587815622282232,20.65756562228223,0.5
275.0,5.25,42.43,0.0789,29.813315622282232,28.310815622282234,28.52081562228223,20.180815622282232,0.5
300.0,5.25,42.67,0.0792,28.49156562228223,27.251065622282233,27.55856562228223,19.76031562228223,0.5
325.0,5.25,42.91,0.0794,27.261315622282233,26.293315622282233,26.71106562228223,19.381815622282232,0.5
350.0,5.25,43.17,0.0796,26.13631562228223,25.43481562228223,25.959565622282234,19.041065622282233,0.5
375.0,5.25,43.44,0.0799,25.116815622282232,24.67006562228223,25.30306562228223,18.73406562228223,0.5
400.0,5.25,43.71,0.0801,24.202565622282233,23.992565622282235,24.711565622282233,18.454815622282233,0.5
425.0,5.25,43.99,0.0804,23.37456562228223,23.38381562228223,24.170565622282233,18.199565622282233,0.5
450.0,5.25,44.27,0.0806,22.628315622282233,22.83681562228223,23.674565622282234,17.96781562228223,0.5
475.0,5.25,44.55,0.0809,21.96856562228223,22.35031562228223,23.217565622282233,17.757565622282232,0.5
500.0,5.25,44.83,0.0811,21.375815622282232,21.90731562228223,22.79981562228223,17.56731562228223,0.5
525.0,5.25,45.1,0.0814,20.844815622282233,21.501065622282233,22.409315622282232,17.39331562228223,0.5
550.0,5.25,45.34,0.0816,20.37256562228223,21.134815622282233,22.061815622282232,17.24006562228223,0.5
575.0,5.25,45.55,0.0818,19.96381562228223,20.78306562228223,21.72631562228223,17.09556562228223,0.5
600.0,5.25,45.74,0.082,19.597565622282232,20.456315622282233,21.41456562228223,16.963815622282233,0.5
650.0,5.25,46.13,0.0823,18.971065622282232,19.86631562228223,20.840815622282236,16.72756562228223,0.5
700.0,5.25,46.55,0.0827,18.44706562228223,19.332815622282233,20.322565622282234,16.51656562228223,0.5
750.0,5.25,46.98,0.0831,17.998565622282232,18.86656562228223,19.848565622282234,16.32706562228223,0.5
800.0,5.25,47.42,0.0835,17.603565622282233,18.45506562228223,19.413815622282232,16.15281562228223,0.5
850.0,5.25,47.86,0.0839,17.24756562228223,18.084065622282232,19.020315622282233,15.993815622282233,0.5
900.0,5.25,48.32,0.0843,16.922065622282233,17.74531562228223,18.66406562228223,15.848315622282232,0.5
950.0,5.25,48.78,0.0847,16.62406562228223,17.43356562228223,18.33981562228223,15.713815622282233,0.5
1000.0,5.25,49.27,0.0851,16.349315622282234,17.143815622282233,18.041315622282234,15.588065622282233,0.5
